overall_reign,holder,won_date,event_name,location,champion_reign_number,reign_days,days_recognized,era,notes,title,start_date,champion_name,source_order,holder_slug,champion_name_slug
,Drew McIntyre,,Card #1924,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Drew McIntyre,1924.0,drew mcintyre,drew mcintyre
,Bobby Roode,,Card #2048,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Bobby Roode,2048.0,bobby roode,bobby roode
,Shinsuke Nakamura,,Card #2079,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Shinsuke Nakamura,2079.0,shinsuke nakamura,shinsuke nakamura
,Samoa Joe,,Card #2086,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Samoa Joe,2086.0,samoa joe,samoa joe
,Shinsuke Nakamura,,Card #2139,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Shinsuke Nakamura,2139.0,shinsuke nakamura,shinsuke nakamura
,Samoa Joe,,Card #2218,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Samoa Joe,2218.0,samoa joe,samoa joe
,Kevin Owens,,Card #2438,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Kevin Owens,2438.0,kevin owens,kevin owens
,Sami Zayn,,Card #2459,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Sami Zayn,2459.0,sami zayn,sami zayn
,Adrian Neville,,Card #2550,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Adrian Neville,2550.0,adrian neville,adrian neville
,Bo Dallas,,Card #2626,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Bo Dallas,2626.0,bo dallas,bo dallas
,Big E. Langston,,Card #2671,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Big E. Langston,2671.0,big e langston,big e langston
,Bron Breakker,,Card #5267,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Bron Breakker,5267.0,bron breakker,bron breakker
,Finn Bálor,,Card #7375,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship,,Finn Bálor,7375.0,finn balor,finn balor
,Keith Lee,,Card #1360,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship NXT North American Championship,,Keith Lee,1360.0,keith lee,keith lee
,Bron Breakker,,Card #1193,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Championship NXT UK Championship,,Bron Breakker,1193.0,bron breakker,bron breakker
,Roderick Strong,,Card #1290,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Cruiserweight Championship,,Roderick Strong,1290.0,roderick strong,roderick strong
,KUSHIDA,,Card #1315,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Cruiserweight Championship,,KUSHIDA,1315.0,kushida,kushida
,Jordan Devlin,,Card #1405,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Cruiserweight Championship,,Jordan Devlin,1405.0,jordan devlin,jordan devlin
,Angel Garza,,Card #1428,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Cruiserweight Championship,,Angel Garza,1428.0,angel garza,angel garza
,Lio Rush,,Card #1462,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Cruiserweight Championship,,Lio Rush,1462.0,lio rush,lio rush
,Carmelo Hayes,,Card #1273,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Cruiserweight Championship NXT North American Championship,,Carmelo Hayes,1273.0,carmelo hayes,carmelo hayes
,"Channing ""Stacks"" Lorenzo",,Card #761,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Heritage Cup,,"Channing ""Stacks"" Lorenzo",761.0,channing stacks lorenzo,channing stacks lorenzo
,Noam Dar,,Card #779,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Heritage Cup,,Noam Dar,779.0,noam dar,noam dar
,Lexis King,,Card #814,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Heritage Cup,,Lexis King,814.0,lexis king,lexis king
,Charlie Dempsey,,Card #865,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Heritage Cup,,Charlie Dempsey,865.0,charlie dempsey,charlie dempsey
,Tony D'Angelo,,Card #904,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Heritage Cup,,Tony D'Angelo,904.0,tony d angelo,tony d angelo
,Charlie Dempsey,,Card #943,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Heritage Cup,,Charlie Dempsey,943.0,charlie dempsey,charlie dempsey
,Noam Dar,,Card #1028,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Heritage Cup,,Noam Dar,1028.0,noam dar,noam dar
,Nathan Frazer,,Card #1063,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Heritage Cup,,Nathan Frazer,1063.0,nathan frazer,nathan frazer
,Ethan Page,,Card #769,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Ethan Page,769.0,ethan page,ethan page
,Ricky Saints,,Card #785,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Ricky Saints,785.0,ricky saints,ricky saints
,Shawn Spears,,Card #793,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Shawn Spears,793.0,shawn spears,shawn spears
,Tony D'Angelo,,Card #843,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Tony D'Angelo,843.0,tony d angelo,tony d angelo
,Oba Femi,,Card #966,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Oba Femi,966.0,oba femi,oba femi
,Dragon Lee,,Card #977,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Dragon Lee,977.0,dragon lee,dragon lee
,Trick Williams,,Card #1010,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Trick Williams,1010.0,trick williams,trick williams
,Dominik Mysterio,,Card #1047,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Dominik Mysterio,1047.0,dominik mysterio,dominik mysterio
,Wes Lee,,Card #1171,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Wes Lee,1171.0,wes lee,wes lee
,Solo Sikoa,,Card #1187,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Solo Sikoa,1187.0,solo sikoa,solo sikoa
,Carmelo Hayes,,Card #1233,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Carmelo Hayes,1233.0,carmelo hayes,carmelo hayes
,Cameron Grimes,,Card #1253,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Cameron Grimes,1253.0,cameron grimes,cameron grimes
,Carmelo Hayes,,Card #1287,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Carmelo Hayes,1287.0,carmelo hayes,carmelo hayes
,"Isaiah ""Swerve"" Scott",,Card #1303,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,"Isaiah ""Swerve"" Scott",1303.0,isaiah swerve scott,isaiah swerve scott
,Bronson Reed,,Card #1310,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Bronson Reed,1310.0,bronson reed,bronson reed
,Johnny Gargano,,Card #1336,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Johnny Gargano,1336.0,johnny gargano,johnny gargano
,Leon Ruff,,Card #1340,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Leon Ruff,1340.0,leon ruff,leon ruff
,Johnny Gargano,,Card #1342,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Johnny Gargano,1342.0,johnny gargano,johnny gargano
,Keith Lee,,Card #1407,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Keith Lee,1407.0,keith lee,keith lee
,Roderick Strong,,Card #1479,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Roderick Strong,1479.0,roderick strong,roderick strong
,The Velveteen Dream,,Card #1607,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,The Velveteen Dream,1607.0,the velveteen dream,the velveteen dream
,Johnny Gargano,,Card #1610,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Johnny Gargano,1610.0,johnny gargano,johnny gargano
,Ricochet,,Card #1698,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Ricochet,1698.0,ricochet,ricochet
,Adam Cole,,Card #1785,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT North American Championship,,Adam Cole,1785.0,adam cole,adam cole
,Dion Lennox & Osiris Griffin,,Card #719,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Dion Lennox & Osiris Griffin,719.0,dion lennox osiris griffin,dion lennox osiris griffin
,Dion Lennox & Osiris Griffin,,Card #742,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Dion Lennox & Osiris Griffin,742.0,dion lennox osiris griffin,dion lennox osiris griffin
,Hank Walker & Tank Ledger,,Card #780,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Hank Walker & Tank Ledger,780.0,hank walker tank ledger,hank walker tank ledger
,Axiom & Nathan Frazer,,Card #859,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Axiom & Nathan Frazer,859.0,axiom nathan frazer,axiom nathan frazer
,Andre Chase & Ridge Holland,,Card #865,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Andre Chase & Ridge Holland,865.0,andre chase ridge holland,andre chase ridge holland
,Baron Corbin & Bron Breakker,,Card #947,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Baron Corbin & Bron Breakker,947.0,baron corbin bron breakker,baron corbin bron breakker
,"Channing ""Stacks"" Lorenzo & Tony D'Angelo",,Card #989,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,"Channing ""Stacks"" Lorenzo & Tony D'Angelo",989.0,channing stacks lorenzo tony d angelo,channing stacks lorenzo tony d angelo
,Andre Chase & Duke Hudson,,Card #998,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Andre Chase & Duke Hudson,998.0,andre chase duke hudson,andre chase duke hudson
,"Channing ""Stacks"" Lorenzo & Tony D'Angelo",,Card #1042,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,"Channing ""Stacks"" Lorenzo & Tony D'Angelo",1042.0,channing stacks lorenzo tony d angelo,channing stacks lorenzo tony d angelo
,Mark Coffey & Wolfgang,,Card #1124,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Mark Coffey & Wolfgang,1124.0,mark coffey wolfgang,mark coffey wolfgang
,Kofi Kingston & Xavier Woods,,Card #1148,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Kofi Kingston & Xavier Woods,1148.0,kofi kingston xavier woods,kofi kingston xavier woods
,Katana Chance & Kayden Carter,,Card #1169,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Katana Chance & Kayden Carter,1169.0,katana chance kayden carter,katana chance kayden carter
,Brutus Creed & Julius Creed,,Card #1233,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Brutus Creed & Julius Creed,1233.0,brutus creed julius creed,brutus creed julius creed
,Elton Prince & Kit Wilson,,Card #1249,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Elton Prince & Kit Wilson,1249.0,elton prince kit wilson,elton prince kit wilson
,Nash Carter & Wes Lee,,Card #1253,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Nash Carter & Wes Lee,1253.0,nash carter wes lee,nash carter wes lee
,Fabian Aichner & Marcel Barthel,,Card #1285,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Fabian Aichner & Marcel Barthel,1285.0,fabian aichner marcel barthel,fabian aichner marcel barthel
,Nash Carter & Wes Lee,,Card #1317,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Nash Carter & Wes Lee,1317.0,nash carter wes lee,nash carter wes lee
,Danny Burch & Oney Lorcan,,Card #1343,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Danny Burch & Oney Lorcan,1343.0,danny burch oney lorcan,danny burch oney lorcan
,Fandango & Tyler Breeze,,Card #1352,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Fandango & Tyler Breeze,1352.0,fandango tyler breeze,fandango tyler breeze
,Fabian Aichner & Marcel Barthel,,Card #1370,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Fabian Aichner & Marcel Barthel,1370.0,fabian aichner marcel barthel,fabian aichner marcel barthel
,Matt Riddle & Pete Dunne,,Card #1394,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Matt Riddle & Pete Dunne,1394.0,matt riddle pete dunne,matt riddle pete dunne
,Bobby Fish & Kyle O'Reilly,,Card #1492,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Bobby Fish & Kyle O'Reilly,1492.0,bobby fish kyle o reilly,bobby fish kyle o reilly
,Angelo Dawkins & Montez Ford,,Card #1536,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Angelo Dawkins & Montez Ford,1536.0,angelo dawkins montez ford,angelo dawkins montez ford
,Hanson & Rowe,,Card #1610,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Hanson & Rowe,1610.0,hanson rowe,hanson rowe
,Kyle O'Reilly & Roderick Strong,,Card #1729,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Kyle O'Reilly & Roderick Strong,1729.0,kyle o reilly roderick strong,kyle o reilly roderick strong
,Bobby Fish & Kyle O'Reilly,,Card #1862,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Bobby Fish & Kyle O'Reilly,1862.0,bobby fish kyle o reilly,bobby fish kyle o reilly
,Alexander Wolfe & Eric Young,,Card #1924,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Alexander Wolfe & Eric Young,1924.0,alexander wolfe eric young,alexander wolfe eric young
,Akam & Rezar,,Card #2048,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Akam & Rezar,2048.0,akam rezar,akam rezar
,Johnny Gargano & Tommaso Ciampa,,Card #2086,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Johnny Gargano & Tommaso Ciampa,2086.0,johnny gargano tommaso ciampa,johnny gargano tommaso ciampa
,Dash Wilder & Scott Dawson,,Card #2186,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Dash Wilder & Scott Dawson,2186.0,dash wilder scott dawson,dash wilder scott dawson
,Chad Gable & Jason Jordan,,Card #2234,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Chad Gable & Jason Jordan,2234.0,chad gable jason jordan,chad gable jason jordan
,Dash Wilder & Scott Dawson,,Card #2322,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Dash Wilder & Scott Dawson,2322.0,dash wilder scott dawson,dash wilder scott dawson
,Aiden English & Simon Gotch,,Card #2352,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Aiden English & Simon Gotch,2352.0,aiden english simon gotch,aiden english simon gotch
,Buddy Murphy & Wesley Blake,,Card #2447,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Buddy Murphy & Wesley Blake,2447.0,buddy murphy wesley blake,buddy murphy wesley blake
,Kalisto & Sin Cara (II),,Card #2497,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Kalisto & Sin Cara (II),2497.0,kalisto sin cara ii,kalisto sin cara ii
,Conor O'Brian & Rick Victor,,Card #2594,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Conor O'Brian & Rick Victor,2594.0,conor o brian rick victor,conor o brian rick victor
,Adrian Neville & Corey Graves,,Card #2616,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Adrian Neville & Corey Graves,2616.0,adrian neville corey graves,adrian neville corey graves
,Adrian Neville & Oliver Grey,,Card #2659,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Adrian Neville & Oliver Grey,2659.0,adrian neville oliver grey,adrian neville oliver grey
,Trent Seven & Tyler Bate,,Card #6237,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles,,Trent Seven & Tyler Bate,6237.0,trent seven tyler bate,trent seven tyler bate
,Elton Prince & Kit Wilson,,Card #1193,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Tag Team Titles NXT UK Tag Team Championship,,Elton Prince & Kit Wilson,1193.0,elton prince kit wilson,elton prince kit wilson
,Ilja Dragunov,,Card #1295,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT UK Championship,,Ilja Dragunov,1295.0,ilja dragunov,ilja dragunov
,Mandy Rose,,Card #1193,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT UK Women's Title NXT Women's Title,,Mandy Rose,1193.0,mandy rose,mandy rose
,Izzi Dame,,Card #696,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's North American Title,,Izzi Dame,696.0,izzi dame,izzi dame
,Thea Hail,,Card #701,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's North American Title,,Thea Hail,701.0,thea hail,thea hail
,Blake Monroe,,Card #719,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's North American Title,,Blake Monroe,719.0,blake monroe,blake monroe
,Sol Ruca,,Card #780,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's North American Title,,Sol Ruca,780.0,sol ruca,sol ruca
,Stephanie Vaquer,,Card #798,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's North American Title,,Stephanie Vaquer,798.0,stephanie vaquer,stephanie vaquer
,Fallon Henley,,Card #838,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's North American Title,,Fallon Henley,838.0,fallon henley,fallon henley
,Kelani Jordan,,Card #893,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's North American Title,,Kelani Jordan,893.0,kelani jordan,kelani jordan
,Stephanie Vaquer,,Card #790,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's North American Title NXT Women's Title,,Stephanie Vaquer,790.0,stephanie vaquer,stephanie vaquer
,Alba Fyre & Isla Dawn,,Card #1097,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's Tag Team Titles,,Alba Fyre & Isla Dawn,1097.0,alba fyre isla dawn,alba fyre isla dawn
,Fallon Henley & Kiana James,,Card #1124,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),NXT Women's Tag Team Titles,,Fallon Henley & Kiana James,1124.0,fallon henley kiana james,fallon henley kiana james
